speaker,season,episode,LinesInEpisode
Party Guest,9,14,1
Party Photographer,9,14,5
Party Waiter,9,14,1
Party guests,8,20,1
Passer-by,7,10,5
Pastor,7,7,7
Pastor,9,20,1
Patty,8,17,1
Paul,4,10,2
Paul Faust,4,10,1
Pediatrician,4,1,3
Penny,6,4,11
People in line,9,22,1
Pete,5,5,15
Pete,6,4,6
Pete,9,1,13
Pete,9,2,16
Pete,9,3,5
Pete,9,4,2
Pete,9,5,2
Pete,9,6,10
Pete,9,7,9
Pete,9,8,23
Pete,9,9,22
Pete,9,10,7
Pete,9,11,2
Pete,9,12,12
Pete,9,15,8
Pete,9,16,41
Pete,9,18,2
Pete,9,19,2
Pete,9,20,4
Pete,9,21,5
Pete,9,22,4
Pete,9,23,3
Pete Halpert,6,4,1
Phil,4,13,10
Phil Maguire,4,13,5
Philip,9,22,1
Phillip,9,20,1
Phillip,9,22,3
Phone,3,12,1
Phone,5,19,1
Phone,8,23,4
Phone Salesman,5,16,7
Photographer,2,21,14
Photographer,3,15,1
Photographer,8,24,2
Photographer,9,23,1
Phylis,2,13,1
Phylis,5,25,1
Phyliss,7,9,1
Phyllis,1,1,2
Phyllis,1,4,5
Phyllis,1,5,4
Phyllis,2,1,23
Phyllis,2,2,6
Phyllis,2,3,4
Phyllis,2,4,6
Phyllis,2,5,5
Phyllis,2,7,6
Phyllis,2,8,1
Phyllis,2,9,7
Phyllis,2,10,8
Phyllis,2,11,8
Phyllis,2,12,3
Phyllis,2,14,2
Phyllis,2,15,9
Phyllis,2,16,5
Phyllis,2,17,8
Phyllis,2,18,1
Phyllis,2,19,2
Phyllis,2,20,7
Phyllis,2,21,15
Phyllis,2,22,8
Phyllis,3,1,3
Phyllis,3,2,2
Phyllis,3,3,5
Phyllis,3,4,3
Phyllis,3,5,2
Phyllis,3,6,2
Phyllis,3,7,8
Phyllis,3,8,8
Phyllis,3,9,1
Phyllis,3,10,15
Phyllis,3,11,5
Phyllis,3,12,10
Phyllis,3,13,3
Phyllis,3,15,15
Phyllis,3,18,4
Phyllis,3,19,3
Phyllis,3,20,1
Phyllis,3,21,12
Phyllis,3,22,5
Phyllis,3,23,5
Phyllis,4,1,9
Phyllis,4,2,13
Phyllis,4,3,9
Phyllis,4,4,3
Phyllis,4,5,7
Phyllis,4,6,2
Phyllis,4,7,4
Phyllis,4,8,3
Phyllis,4,9,1
Phyllis,4,10,9
Phyllis,4,11,5
Phyllis,4,12,9
Phyllis,4,13,2
Phyllis,4,14,23
Phyllis,5,1,16
Phyllis,5,2,6
Phyllis,5,3,7
Phyllis,5,4,24
Phyllis,5,5,5
Phyllis,5,6,4
Phyllis,5,7,2
Phyllis,5,8,3
Phyllis,5,9,2
Phyllis,5,10,19
Phyllis,5,11,3
Phyllis,5,12,4
Phyllis,5,13,11
Phyllis,5,14,3
Phyllis,5,15,1
Phyllis,5,16,11
Phyllis,5,18,3
Phyllis,5,19,3
Phyllis,5,20,2
Phyllis,5,21,1
Phyllis,5,22,5
Phyllis,5,23,1
Phyllis,5,24,13
Phyllis,5,25,27
Phyllis,5,26,4
Phyllis,6,1,7
Phyllis,6,2,2
Phyllis,6,3,13
Phyllis,6,4,3
Phyllis,6,5,1
Phyllis,6,6,2
Phyllis,6,7,9
Phyllis,6,8,2
Phyllis,6,9,5
Phyllis,6,10,7
Phyllis,6,11,4
Phyllis,6,12,27
Phyllis,6,14,1
Phyllis,6,15,4
Phyllis,6,16,6
Phyllis,6,17,1
Phyllis,6,18,18
Phyllis,6,19,6
Phyllis,6,20,3
Phyllis,6,21,4
Phyllis,6,23,8
Phyllis,6,24,5
Phyllis,7,1,7
Phyllis,7,2,3
Phyllis,7,3,4
Phyllis,7,4,5
Phyllis,7,5,8
Phyllis,7,6,5
Phyllis,7,7,5
Phyllis,7,8,12
Phyllis,7,9,1
Phyllis,7,10,3
Phyllis,7,11,13
Phyllis,7,12,9
Phyllis,7,13,3
Phyllis,7,14,10
Phyllis,7,15,3
Phyllis,7,17,1
Phyllis,7,18,3
Phyllis,7,19,2
Phyllis,7,20,3
Phyllis,7,21,18
Phyllis,7,22,4
Phyllis,7,23,5
Phyllis,7,24,20
Phyllis,8,1,11
Phyllis,8,2,8
Phyllis,8,3,7
Phyllis,8,4,3
Phyllis,8,5,7
Phyllis,8,6,2
Phyllis,8,7,2
Phyllis,8,8,11
Phyllis,8,9,3
Phyllis,8,10,7
Phyllis,8,11,3
Phyllis,8,12,3
Phyllis,8,13,12
Phyllis,8,14,2
Phyllis,8,16,4
Phyllis,8,17,2
Phyllis,8,18,6
Phyllis,8,19,4
Phyllis,8,20,9
Phyllis,8,21,10
Phyllis,8,22,1
Phyllis,8,23,1
Phyllis,8,24,5
Phyllis,9,1,1
Phyllis,9,2,1
Phyllis,9,3,3
Phyllis,9,4,5
Phyllis,9,7,14
Phyllis,9,8,12
Phyllis,9,9,10
Phyllis,9,10,8
Phyllis,9,11,6
Phyllis,9,12,3
Phyllis,9,14,1
Phyllis,9,15,6
Phyllis,9,16,10
Phyllis,9,17,8
Phyllis,9,18,6
Phyllis,9,19,5
Phyllis,9,21,4
Phyllis,9,22,7
Phyllis,9,23,17
Phyllis and Creed,5,13,1
"Phyllis, Kevin & Stanley",9,4,1
"Phyllis, Meredith, Michael, Kevin",2,10,1
"Phyllis, Stanley, Dwight",7,13,1
Pizza guy,4,3,22
Police Officer 1,5,8,10
Police Officer 2,5,8,6
Policeman,6,16,2
Pretzel guy,3,5,3
Priest,3,15,4
Prince,5,12,1
Prince Granddaughter,5,12,4
Prince Grandfather,5,12,19
Prince Grandmother,5,12,2
Prince Son,5,12,1
Producer,9,20,6
Production Assistant,9,20,1
Professor,5,1,5
Professor Powell,7,13,4
Promo Announcer,9,18,2
Promo Voice,9,18,1
Queerenstein Bears,8,11,1
Rachel,3,17,11
Rachel,9,23,7
Radio,7,7,1
Rafe,9,1,1
Randy,3,15,2
Ravi,8,21,1
Ravi,8,24,1
Ravi,9,23,7
Realtor,6,24,4
Receptionist,2,16,2
Receptionist,3,23,1
Receptionist,4,5,1
Receptionist,5,4,1
Receptionist,5,15,5
Receptionist,7,5,1
Receptionist,8,11,4
Receptionist,8,23,4
Receptionitis15,5,1,2
Receptionitis15 [screen name],5,1,1
Redheaded Actress,2,2,1
Registrar,6,10,1
Rehab Nurse,5,10,1
Reid,6,17,5
Rep,6,5,6
Reporter,6,23,3
Reporter,7,8,2
Reporter #1,9,19,1
Reporter #2,9,19,1
Robert,7,11,5
Robert,7,24,12
Robert,8,1,33
Robert,8,2,24
Robert,8,4,18
Robert,8,5,32
Robert,8,6,35
Robert,8,7,10
Robert,8,8,24
Robert,8,9,40
Robert,8,10,26
Robert,8,11,16
Robert,8,12,24
Robert,8,19,24
Robert,8,20,19
Robert,8,21,18
Robert,8,22,13
Robert,8,23,33
Robert,8,24,15
Robert,9,19,7
Robert,9,20,2
Robert & Creed,8,21,1
Robert California,7,24,1
Robert California,8,18,14
Robert Dunder,4,2,11
Robotic Voice,7,9,2
Roger,9,16,1
Rolando,4,6,2
Rolando,5,14,2
Rolf,9,13,12
Rolph,5,26,9
Ronnie,5,1,3
Rory,7,21,2
Rose,5,13,8
Roy,1,1,5
Roy,1,4,3
Roy,1,5,13
Roy,1,6,14
Roy,2,1,7
Roy,2,2,14
Roy,2,4,6
Roy,2,7,1
Roy,2,9,7
Roy,2,10,8
Roy,2,11,16
Roy,2,14,8
Roy,2,15,20
Roy,2,16,5
Roy,2,18,3
Roy,2,22,11
Roy,3,1,4
Roy,3,3,2
Roy,3,4,15
Roy,3,6,1
Roy,3,7,4
Roy,3,10,6
Roy,3,11,7
Roy,3,14,1
Roy,3,15,9
Roy,3,16,8
Roy,3,17,24
Roy,3,18,8
Roy,5,4,14
Roy,9,2,11
Ruger Sister 1,9,18,2
Ruger Sister 2,9,18,1
Ryan,1,1,10
Ryan,1,2,7
Ryan,1,3,1
Ryan,1,4,5
Ryan,1,5,8
Ryan,1,6,21
Ryan,2,1,2
Ryan,2,2,1
Ryan,2,3,5
Ryan,2,4,50
Ryan,2,5,1
Ryan,2,6,18
Ryan,2,7,8
Ryan,2,8,14
Ryan,2,9,6
Ryan,2,10,18
Ryan,2,11,6
Ryan,2,12,16
Ryan,2,13,14
Ryan,2,14,13
Ryan,2,15,2
Ryan,2,16,4
Ryan,2,17,14
Ryan,2,18,12
Ryan,2,19,10
Ryan,2,20,7
Ryan,2,21,5
Ryan,2,22,1
Ryan,3,1,1
Ryan,3,2,8
Ryan,3,3,1
Ryan,3,4,7
Ryan,3,5,43
Ryan,3,6,12
Ryan,3,7,7
Ryan,3,8,11
Ryan,3,9,3
Ryan,3,10,22
Ryan,3,11,2
Ryan,3,12,8
Ryan,3,13,3
Ryan,3,14,6
Ryan,3,16,16
Ryan,3,17,12
Ryan,3,18,9
Ryan,3,19,9
Ryan,3,20,3
Ryan,3,21,5
Ryan,3,22,5
Ryan,3,23,4
Ryan,4,1,8
Ryan,4,2,85
Ryan,4,3,7
Ryan,4,4,21
Ryan,4,5,8
Ryan,4,8,10
Ryan,4,11,70
Ryan,4,12,14
Ryan,4,14,5
Ryan,5,1,20
Ryan,5,2,12
Ryan,5,5,4
Ryan,5,6,6
Ryan,5,7,13
Ryan,5,8,18
Ryan,5,20,11
Ryan,5,21,25
Ryan,5,22,9
Ryan,5,23,24
Ryan,5,24,25
Ryan,5,25,2
Ryan,6,1,1
Ryan,6,2,5
Ryan,6,3,5
Ryan,6,4,3
Ryan,6,5,4
Ryan,6,6,8
Ryan,6,7,1
Ryan,6,8,8
Ryan,6,9,1
Ryan,6,10,18
Ryan,6,11,4
Ryan,6,12,8
Ryan,6,13,1
Ryan,6,15,19
Ryan,6,16,2
Ryan,6,17,3
Ryan,6,18,3
Ryan,6,19,5
Ryan,6,20,5
Ryan,6,21,4
Ryan,6,22,4
Ryan,6,23,11
Ryan,6,24,2
Ryan,7,1,3
Ryan,7,2,3
Ryan,7,4,1
Ryan,7,5,3
Ryan,7,6,6
Ryan,7,7,6
Ryan,7,8,3
Ryan,7,9,54
Ryan,7,10,7
Ryan,7,11,11
Ryan,7,12,6
Ryan,7,13,8
Ryan,7,14,6
Ryan,7,15,6
Ryan,7,16,1
Ryan,7,17,4
Ryan,7,18,9
Ryan,7,19,2
Ryan,7,20,6
Ryan,7,21,3
Ryan,7,22,15
Ryan,7,23,2
Ryan,7,24,11
Ryan,8,1,5
Ryan,8,2,5
Ryan,8,3,6
Ryan,8,4,8
Ryan,8,5,3
Ryan,8,6,3
Ryan,8,7,6
Ryan,8,8,11
Ryan,8,9,3
Ryan,8,10,10
Ryan,8,11,6
Ryan,8,12,10
Ryan,8,13,2
Ryan,8,14,12
Ryan,8,15,9
Ryan,8,16,20
Ryan,8,17,17
Ryan,8,18,2
Ryan,8,19,1
Ryan,8,20,3
Ryan,8,21,30
Ryan,8,22,17
Ryan,9,1,1
Ryan,9,23,15
Ryan Howard,9,18,17
Ryan and Kelly,7,14,1
Ryan and Michael,7,9,1
Ryan and others,3,4,1
Ryan's Voicemail,2,6,1
Sadiq (IT guy),2,9,12
Salesman,7,2,10
Salesman,9,18,1
Salesmen,9,18,1
Saleswoman,8,15,1
Sam,5,13,6
Santigold,9,22,4
Sasha,2,18,8
Sasha,5,10,1
Sasha,8,24,1
School Official,3,20,4
Second Cindy,3,10,13
Second Shareholder,6,10,1
Secretary,5,22,4
Secretary,6,7,2
Secretary,9,7,2
Security,6,10,2
Security guard,4,6,1
Senator,8,22,7
Senator,9,14,8
Senator,9,18,1
Senator Lipton,8,13,9
Senator Lipton,8,24,14
Senator Lipton,9,5,5
Senator Liptop,9,6,3
Sensei,9,21,11
Sensei Ira,9,13,1
Server,3,6,1
Server,9,2,2
Seth Mayers,9,23,3
Shane,6,23,11
Shareholder,6,10,1
Shelby,7,3,8
Sheriff,2,20,8
Sherri,2,5,11
Shirley,9,16,17
Soldier,8,8,1
Soldier,9,22,1
Someone,3,11,2
Someone,4,1,1
Someone,4,14,1
Son,7,4,4
Song,2,4,6
Spanish Teacher,3,20,3
Speaker,2,17,2
Speaker,8,22,6
Stanely,4,4,2
Stanley,1,1,5
Stanley,1,2,5
Stanley,1,3,6
Stanley,1,4,2
Stanley,1,5,6
Stanley,1,6,3
Stanley,2,1,8
Stanley,2,2,1
Stanley,2,3,3
Stanley,2,4,7
Stanley,2,5,5
Stanley,2,6,9
Stanley,2,7,1
Stanley,2,8,5
Stanley,2,9,4
Stanley,2,10,5
Stanley,2,11,10
Stanley,2,12,4
Stanley,2,13,3
Stanley,2,14,8
Stanley,2,15,1
Stanley,2,17,6
Stanley,2,18,9
Stanley,2,19,3
Stanley,2,20,9
Stanley,2,21,4
Stanley,2,22,3
Stanley,3,1,1
Stanley,3,2,1
Stanley,3,3,3
Stanley,3,4,6
Stanley,3,5,9
Stanley,3,6,1
Stanley,3,7,1
Stanley,3,8,4
Stanley,3,9,2
Stanley,3,10,5
Stanley,3,11,10
Stanley,3,12,8
Stanley,3,13,2
Stanley,3,14,1
Stanley,3,15,2
Stanley,3,16,2
Stanley,3,17,5
Stanley,3,18,4
Stanley,3,19,5
Stanley,3,20,1
Stanley,3,21,2
Stanley,3,22,12
Stanley,3,23,7
Stanley,4,1,10
Stanley,4,2,5
Stanley,4,3,7
Stanley,4,4,7
Stanley,4,5,1
Stanley,4,6,10
Stanley,4,7,2
Stanley,4,8,3
Stanley,4,9,1
Stanley,4,10,1
Stanley,4,11,6
Stanley,4,12,23
Stanley,4,14,5
Stanley,5,1,8
Stanley,5,2,5
Stanley,5,3,2
Stanley,5,4,1
Stanley,5,5,1
Stanley,5,6,4
Stanley,5,7,3
Stanley,5,9,4
Stanley,5,10,4
Stanley,5,11,2
Stanley,5,12,5
Stanley,5,13,28
Stanley,5,14,7
Stanley,5,15,2
Stanley,5,16,2
Stanley,5,17,1
Stanley,5,18,2
Stanley,5,19,7
Stanley,5,20,4
Stanley,5,21,3
Stanley,5,22,1
Stanley,5,23,1
Stanley,5,24,12
Stanley,5,25,2
Stanley,5,26,2
Stanley,6,1,12
Stanley,6,2,2
Stanley,6,3,3
Stanley,6,4,7
Stanley,6,6,1
Stanley,6,7,3
Stanley,6,8,1
Stanley,6,9,6
Stanley,6,10,4
Stanley,6,11,2
Stanley,6,12,5
Stanley,6,14,1
Stanley,6,16,3
Stanley,6,17,1
Stanley,6,18,11
Stanley,6,19,1
Stanley,6,21,2
Stanley,6,22,3
Stanley,6,23,2
Stanley,6,24,2
Stanley,7,1,5
Stanley,7,2,3
Stanley,7,3,2
Stanley,7,4,4
Stanley,7,5,5
Stanley,7,6,7
Stanley,7,7,3
Stanley,7,8,1
Stanley,7,9,7
Stanley,7,10,6
Stanley,7,11,5
Stanley,7,13,2
Stanley,7,14,3
Stanley,7,15,1
Stanley,7,17,1
Stanley,7,18,1
Stanley,7,19,3
Stanley,7,20,3
Stanley,7,21,7
Stanley,7,23,2
Stanley,7,24,4
Stanley,8,1,8
Stanley,8,2,5
Stanley,8,4,1
Stanley,8,5,4
Stanley,8,6,9
Stanley,8,8,4
Stanley,8,9,1
Stanley,8,10,5
Stanley,8,11,5
Stanley,8,12,7
Stanley,8,13,7
Stanley,8,14,7
Stanley,8,15,13
Stanley,8,16,6
Stanley,8,17,1
Stanley,8,18,2
Stanley,8,19,1
Stanley,8,20,1
Stanley,8,21,1
Stanley,8,22,1
Stanley,8,23,1
Stanley,8,24,1
Stanley,9,1,3
Stanley,9,2,1
Stanley,9,3,2
Stanley,9,4,10
Stanley,9,5,2
Stanley,9,8,14
Stanley,9,9,5
Stanley,9,10,4
Stanley,9,11,4
Stanley,9,12,1
Stanley,9,13,2
Stanley,9,15,1
Stanley,9,16,5
Stanley,9,17,2
Stanley,9,18,5
Stanley,9,19,21
Stanley,9,20,2
Stanley,9,21,4
Stanley,9,22,4
Stanley,9,23,8
Stanley & Phyllis,5,6,1
Staples Guy,3,13,1
Stephanie,5,18,6
Stephanie,6,11,2
Stephanie,6,12,1
Steve,7,5,5
Stewardess,5,7,1
Stonewall Host,8,11,3
Store Employee,2,19,1
Stripper,9,23,5
Stu,8,11,1
Student 1,3,16,1
Student 1,3,17,1
Student 2,3,16,5
Student 2,3,17,1
Student 3,3,16,1
Students,6,11,4
Students,7,7,1
Suit Store Father,9,11,11
Suit Store Son,9,11,10
Supervisor,5,20,1
Susan,8,9,48
Sweeney Todd,7,3,14
TV,7,8,1
Tall Girl #1,4,11,5
Tall Girl #2,4,11,1
Tattoo Artist,8,2,8
Teacher,6,11,4
Teammates,1,5,1
Tech Guy,4,3,1
Ted,3,2,1
Teddy,6,14,6
Teddy Wallace,6,14,1
The Kids,2,18,1
Third Shareholder,6,10,1
Toby,1,2,2
Toby,1,4,7
Toby,1,6,14
Toby,2,1,6
Toby,2,2,26
Toby,2,3,4
Toby,2,4,2
Toby,2,5,7
Toby,2,6,5
Toby,2,7,1
Toby,2,8,1
Toby,2,9,1
Toby,2,10,7
Toby,2,11,3
Toby,2,12,13
Toby,2,13,3
Toby,2,14,8
Toby,2,17,4
Toby,2,18,13
Toby,2,19,8
Toby,2,20,9
Toby,2,21,22
Toby,2,22,5
Toby,3,1,10
Toby,3,2,6
Toby,3,4,10
Toby,3,5,1
Toby,3,6,2
Toby,3,7,3
Toby,3,8,16
Toby,3,9,4
Toby,3,10,15
Toby,3,11,9
Toby,3,15,2
Toby,3,16,3
Toby,3,17,5
Toby,3,18,17
Toby,3,19,8
Toby,3,21,7
Toby,3,22,4
Toby,4,1,11
Toby,4,2,18
Toby,4,3,8
Toby,4,4,2
Toby,4,5,2
Toby,4,6,10
Toby,4,7,16
Toby,4,8,4
Toby,4,10,1
Toby,4,11,8
Toby,4,12,13
Toby,4,14,51
Toby,5,1,3
Toby,5,3,3
Toby,5,8,29
Toby,5,9,2
Toby,5,10,15
Toby,5,19,1
Toby,5,21,3
Toby,5,24,13
Toby,5,26,2
Toby,6,1,1
Toby,6,2,26
Toby,6,4,4
Toby,6,5,3
Toby,6,6,15
Toby,6,8,7
Toby,6,12,6
Toby,6,13,18
Toby,6,14,2
Toby,6,16,1
Toby,6,18,2
Toby,6,20,3
Toby,6,23,5
Toby,6,24,7
Toby,7,1,3
Toby,7,2,35
Toby,7,6,4
Toby,7,7,3
Toby,7,11,25
Toby,7,20,2
Toby,7,21,5
Toby,7,22,1
Toby,7,23,6
Toby,7,24,13
Toby,8,1,4
Toby,8,2,1
Toby,8,3,2
Toby,8,4,6
Toby,8,5,7
Toby,8,6,8
Toby,8,7,4
Toby,8,9,3
Toby,8,10,6
Toby,8,12,8
Toby,8,13,5
Toby,8,14,2
Toby,8,17,18
Toby,8,18,16
Toby,8,19,3
Toby,8,21,1
Toby,8,23,7
Toby,8,24,5
Toby,9,1,11
Toby,9,2,5
Toby,9,4,2
Toby,9,5,5
Toby,9,6,9
Toby,9,7,5
Toby,9,8,8
Toby,9,9,11
Toby,9,12,7
Toby,9,14,3
Toby,9,16,15
Toby,9,18,2
Toby,9,19,15
Toby,9,20,7
Toby,9,21,7
Toby,9,23,13
Todd,2,14,1
Todd,7,17,37
Todd,9,19,2
Todd Packer,1,1,3
Todd Packer,1,5,8
Todd Packer,2,2,20
Todd Packer,2,10,3
Todd Packer,2,14,1
Todd Packer,6,17,6
Todd Packer,6,24,1
Todd Packer,7,6,5
Todd Packer,8,17,4
Todd Packer,8,18,9
Todd Packer,9,17,14
Together,7,20,1
Tom,5,5,13
Tom,6,4,6
Tom,7,13,10
Tom Halpert,6,4,1
Tom and Pete,6,4,1
Tony,3,6,2
Tony,3,8,22
Travel Agent,1,3,1
Trevor,9,8,22
Trevor,9,13,9
Troy,4,11,5
Troy,4,14,6
Troy,9,13,1
Ty,5,23,2
Uncle Al,3,15,7
Unknown,3,15,1
Usher,7,3,2
Usher,9,23,1
VRG 1,5,25,4
VRG 2,5,25,3
Val,8,6,11
Val,8,7,4
Val,8,10,9
Val,8,12,7
Val,8,13,3
Val,8,14,9
Val,8,16,9
Val,8,24,4
Val,9,10,13
Val,9,14,1
Val,9,23,3
Vance Refrigeration Guy,5,8,4
Vance Refrigeration Guy 1,5,25,1
Vance Refrigeration Guy 2,5,25,1
Vance Refrigeration Worker #1,2,5,2
Vance Refrigeration Worker #1,2,16,3
Vance Refrigeration Worker #1,2,20,1
Vance Refrigeration Worker #2,2,5,2
Vance Refrigeration Worker #2,2,20,1
Vance Refrigeration guy,4,14,1
Vance Refrigeration guy,5,8,2
Various,6,6,1
Various,8,20,2
Vet,8,22,6
Video,2,2,2
Video,3,8,2
Video Michael,7,12,7
Vikram,4,4,11
Vikram,5,20,10
Voice #1 on phone,4,3,2
Voice #2 on phone,4,3,1
Voice of Thomas Dean,4,3,1
Voice on CD player,6,9,2
Voicemail,9,3,2
W.B. Jones,4,10,4
Wade,9,11,1
Waiter,3,2,1
Waiter,3,17,3
Waiter,7,14,8
Waiter,7,19,1
Waiter,8,1,2
Waiter,8,4,1
Waiter,8,22,2
Waiter,9,8,2
Waitress,2,1,3
Waitress,3,10,1
Waitress,4,1,1
Waitress,4,11,1
Waitress,6,5,7
Waitress,8,16,1
Wally Amos,8,15,4
Walt Jr.,9,6,4
Walter,8,4,21
Walter & Walter Jr,8,4,1
Walter Jr,8,4,6
Warehouse Crew,8,6,3
Warehouse Guy,2,2,1
Warehouse Guy,6,19,1
Warehouse Guy,7,21,1
Warehouse Michael,5,13,1
Warehouse Worker,1,5,1
Warehouse guy,2,2,2
Warehouse guy 1,6,17,3
Warehouse guy 2,6,17,1
Warehouse guys,2,2,1
Warehouse worker,1,5,2
Warren,7,24,2
Warren Buffett,7,24,1
Wendy's phone operator,4,10,5
White,9,6,1
Window treatment guy,7,2,3
Wolf,9,13,10
Woman,3,16,4
Woman,4,9,5
Woman,5,15,1
Woman,5,26,1
Woman,6,5,4
Woman,7,7,3
Woman,8,20,1
Woman,9,20,3
Woman,9,23,1
Woman 1,9,23,1
Woman 2,9,23,2
Woman 3,9,23,1
Woman 4,9,23,2
Woman at bar,3,10,1
Woman from Buffalo,5,26,2
Woman in line,6,10,3
Woman on mic,4,13,1
Woman over speakerphone,4,14,3
Women,2,15,1
Women,3,15,1
Women,7,20,1
Worker,1,5,5
Worker,9,10,1
Wrangler,8,21,2
Young Man,3,6,1
Young Michael,2,18,2
Younger Guy,7,13,3
Zeke,9,13,4
Zeke,9,17,9
Zeke,9,23,2
Zion,6,11,1
"[Clark and Pete are shown on screen]
Video Andy: Hey, I'm Pete, puberty is such a drag, man. And I'm Clark! I like to eat toilet paper. [Clark and Pete wave at camera] We fail! [Video shows memorial of Jerry",9,4,1
"[repeats]
Andy: Fail",9,4,1
abe,7,21,1
sAndy,4,3,1
song,2,4,1
